"pathwayRes","pathway","pathwayTitle","PubChem"
"https://identifiers.org/wikipathways/WP5155_r124435","WP5155","Arachidonic acid (AA, ARA) oxylipin metabolism","CID5280878"
"https://identifiers.org/wikipathways/WP148_r121852","WP148","Fatty acid beta-oxidation 2","CID11966204"
"https://identifiers.org/wikipathways/WP148_r121852","WP148","Fatty acid beta-oxidation 2","CID5280765"
"https://identifiers.org/wikipathways/WP4034_r117793","WP4034","Mitochondrial fatty acid beta-oxidation","CID11966204"
"https://identifiers.org/wikipathways/WP4034_r117793","WP4034","Mitochondrial fatty acid beta-oxidation","CID5280765"
"https://identifiers.org/wikipathways/WP143_r124923","WP143","Fatty acid beta-oxidation","CID11966204"
"https://identifiers.org/wikipathways/WP143_r124923","WP143","Fatty acid beta-oxidation","CID5280765"
"https://identifiers.org/wikipathways/WP5155_r124435","WP5155","Arachidonic acid (AA, ARA) oxylipin metabolism","CID5283137"
"https://identifiers.org/wikipathways/WP3257_r120914","WP3257","Selenium micronutrient network","CID22069"
"https://identifiers.org/wikipathways/WP15_r125000","WP15","Selenium micronutrient network","CID22069"
"https://identifiers.org/wikipathways/WP4111_r114692","WP4111","Phase II - Conjugation of compounds","CID22069"
"https://identifiers.org/wikipathways/WP1937_r114879","WP1937","Transport of vitamins, nucleosides, and related molecules","CID22069"
"https://identifiers.org/wikipathways/WP3548_r114805","WP3548","Metabolism of amine-derived hormones","CID22069"
"https://identifiers.org/wikipathways/WP2205_r117376","WP2205","Carotenoid biosynthesis","CID5281243"
"https://identifiers.org/wikipathways/WP4271_r124608","WP4271","Vitamin B12 disorders","CID6857388"
"https://identifiers.org/wikipathways/WP4271_r124608","WP4271","Vitamin B12 disorders","CID50936000"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID6857388"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID50936000"
"https://identifiers.org/wikipathways/WP4427_r116411","WP4427","G alpha (s) signaling events","CID5816"
"https://identifiers.org/wikipathways/WP4422_r116405","WP4422","G alpha (z) signaling events","CID5816"
"https://identifiers.org/wikipathways/WP4424_r116409","WP4424","G alpha (q) signaling events","CID5816"
"https://identifiers.org/wikipathways/WP4426_r116406","WP4426","G alpha (12/13) signaling events","CID5816"
"https://identifiers.org/wikipathways/WP4423_r116410","WP4423","G alpha (i) signaling events","CID5816"
"https://identifiers.org/wikipathways/WP4419_r116450","WP4419","Class A/1 (rhodopsin-like receptors)","CID5816"
"https://identifiers.org/wikipathways/WP4065_r115077","WP4065","Clathrin-mediated endocytosis","CID5816"
"https://identifiers.org/wikipathways/WP3579_r115028","WP3579","Surfactant metabolism","CID5816"
"https://identifiers.org/wikipathways/WP1884_r114829","WP1884","Platelet Aggregation (Plug Formation)","CID5816"
"https://identifiers.org/wikipathways/WP4993_r114834","WP4993","Anti-inflammatory response favouring Leishmania parasite infection","CID5816"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID5816"
"https://identifiers.org/wikipathways/WP1937_r114879","WP1937","Transport of vitamins, nucleosides, and related molecules","CID5816"
"https://identifiers.org/wikipathways/WP1831_r114967","WP1831","Integration of energy metabolism","CID5816"
"https://identifiers.org/wikipathways/WP3548_r114805","WP3548","Metabolism of amine-derived hormones","CID5816"
"https://identifiers.org/wikipathways/WP3192_r117569","WP3192","Neurotransmitter release cycle","CID16741146"
"https://identifiers.org/wikipathways/WP3192_r117569","WP3192","Neurotransmitter release cycle","CID223"
"https://identifiers.org/wikipathways/WP1872_r114634","WP1872","Neurotransmitter uptake and metabolism In glial cells","CID16741146"
"https://identifiers.org/wikipathways/WP1872_r114634","WP1872","Neurotransmitter uptake and metabolism In glial cells","CID223"
"https://identifiers.org/wikipathways/WP4059_r114903","WP4059","Interconversion of nucleotide di- and triphosphates","CID16741146"
"https://identifiers.org/wikipathways/WP4059_r114903","WP4059","Interconversion of nucleotide di- and triphosphates","CID223"
"https://identifiers.org/wikipathways/WP4583_r123408","WP4583","Biomarkers for urea cycle disorders","CID16741146"
"https://identifiers.org/wikipathways/WP4583_r123408","WP4583","Biomarkers for urea cycle disorders","CID223"
"https://identifiers.org/wikipathways/WP4571_r123434","WP4571","Urea cycle and related diseases","CID16741146"
"https://identifiers.org/wikipathways/WP4571_r123434","WP4571","Urea cycle and related diseases","CID223"
"https://identifiers.org/wikipathways/WP1818_r123618","WP1818","Formation of Fibrin Clot and the Clotting Cascade","CID16741146"
"https://identifiers.org/wikipathways/WP1818_r123618","WP1818","Formation of Fibrin Clot and the Clotting Cascade","CID223"
"https://identifiers.org/wikipathways/WP1871_r114636","WP1871","Neurotransmitter release cycle","CID16741146"
"https://identifiers.org/wikipathways/WP1871_r114636","WP1871","Neurotransmitter release cycle","CID223"
"https://identifiers.org/wikipathways/WP1852_r115020","WP1852","Metabolism of porphyrins","CID16741146"
"https://identifiers.org/wikipathways/WP1852_r115020","WP1852","Metabolism of porphyrins","CID223"
"https://identifiers.org/wikipathways/WP3349_r114836","WP3349","TP53 Regulates Metabolic Genes","CID16741146"
"https://identifiers.org/wikipathways/WP3349_r114836","WP3349","TP53 Regulates Metabolic Genes","CID223"
"https://identifiers.org/wikipathways/WP4988_r114802","WP4988","Histidine catabolism","CID16741146"
"https://identifiers.org/wikipathways/WP4988_r114802","WP4988","Histidine catabolism","CID223"
"https://identifiers.org/wikipathways/WP4992_r114824","WP4992","Glutamate and glutamine metabolism","CID16741146"
"https://identifiers.org/wikipathways/WP4992_r114824","WP4992","Glutamate and glutamine metabolism","CID223"
"https://identifiers.org/wikipathways/WP2762_r114840","WP2762","Gamma carboxylation, hypusine formation and arylsulfatase activation","CID16741146"
"https://identifiers.org/wikipathways/WP2762_r114840","WP2762","Gamma carboxylation, hypusine formation and arylsulfatase activation","CID223"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID16741146"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID223"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID16741146"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID223"
"https://identifiers.org/wikipathways/WP3562_r114656","WP3562","Glyoxylate metabolism and glycine degradation","CID16741146"
"https://identifiers.org/wikipathways/WP3562_r114656","WP3562","Glyoxylate metabolism and glycine degradation","CID223"
"https://identifiers.org/wikipathways/WP4082_r115065","WP4082","Nucleotide salvage","CID16741146"
"https://identifiers.org/wikipathways/WP4082_r115065","WP4082","Nucleotide salvage","CID223"
"https://identifiers.org/wikipathways/WP4042_r114902","WP4042","Nucleobase catabolism","CID16741146"
"https://identifiers.org/wikipathways/WP4042_r114902","WP4042","Nucleobase catabolism","CID223"
"https://identifiers.org/wikipathways/WP4973_r114676","WP4973","Urea cycle","CID16741146"
"https://identifiers.org/wikipathways/WP4973_r114676","WP4973","Urea cycle","CID223"
"https://identifiers.org/wikipathways/WP4093_r115000","WP4093","Glucose metabolism","CID16741146"
"https://identifiers.org/wikipathways/WP4093_r115000","WP4093","Glucose metabolism","CID223"
"https://identifiers.org/wikipathways/WP4259_r126062","WP4259","Disorders of folate metabolism and transport","CID16741146"
"https://identifiers.org/wikipathways/WP4259_r126062","WP4259","Disorders of folate metabolism and transport","CID223"
"https://identifiers.org/wikipathways/WP4225_r126065","WP4225","Pyrimidine metabolism and related diseases","CID16741146"
"https://identifiers.org/wikipathways/WP4225_r126065","WP4225","Pyrimidine metabolism and related diseases","CID223"
"https://identifiers.org/wikipathways/WP4595_r123765","WP4595","Urea cycle and associated pathways","CID16741146"
"https://identifiers.org/wikipathways/WP4595_r123765","WP4595","Urea cycle and associated pathways","CID223"
"https://identifiers.org/wikipathways/WP4504_r119316","WP4504","Cysteine and methionine catabolism","CID16741146"
"https://identifiers.org/wikipathways/WP4504_r119316","WP4504","Cysteine and methionine catabolism","CID223"
"https://identifiers.org/wikipathways/WP5133_r124643","WP5133","Non-classical role of vitamin D","CID5280795"
"https://identifiers.org/wikipathways/WP3685_r114746","WP3685","Vitamin D (calciferol) metabolism","CID5280795"
"https://identifiers.org/wikipathways/WP4961_r123345","WP4961","STING pathway in Kawasaki-like disease and COVID-19","CID5280795"
"https://identifiers.org/wikipathways/WP4698_r123493","WP4698","Vitamin D-sensitive calcium signaling in depression","CID5280795"
"https://identifiers.org/wikipathways/WP4085_r112448","WP4085","Phase I - Functionalization of compounds","CID5280795"
"https://identifiers.org/wikipathways/WP4342_r106136","WP4342","Vitamins A and D - action mechanisms","CID5280795"
"https://identifiers.org/wikipathways/WP4969_r125829","WP4969","RAS and bradykinin pathways in COVID-19","CID5280795"
"https://identifiers.org/wikipathways/WP1978_r116415","WP1978","Opioid signaling","CID27284"
"https://identifiers.org/wikipathways/WP5003_r116589","WP5003","Latent infection - Other responses of Mycobacterium tuberculosis to phagocytosis","CID27284"
"https://identifiers.org/wikipathways/WP1274_r125273","WP1274","Oxidation by cytochrome P450","CID27284"
"https://identifiers.org/wikipathways/WP3155_r107062","WP3155","Dopamine metabolism","CID27284"
"https://identifiers.org/wikipathways/WP4577_r123500","WP4577","Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway","CID27284"
"https://identifiers.org/wikipathways/WP4906_r123416","WP4906","3q29 copy number variation syndrome","CID27284"
"https://identifiers.org/wikipathways/WP5037_r123599","WP5037","Riboflavin and CoQ disorders","CID27284"
"https://identifiers.org/wikipathways/WP4313_r123507","WP4313","Ferroptosis","CID27284"
"https://identifiers.org/wikipathways/WP4438_r114928","WP4438","Biosynthesis of DPA-derived SPMs","CID27284"
"https://identifiers.org/wikipathways/WP2725_r118515","WP2725","Collagen biosynthesis and modifying enzymes","CID27284"
"https://identifiers.org/wikipathways/WP269_r116923","WP269","Heme biosynthesis","CID27284"
"https://identifiers.org/wikipathways/WP1077_r125262","WP1077","Oxidation by cytochrome P450","CID27284"
"https://identifiers.org/wikipathways/WP5348_r127123","WP5348","11p11.2 copy number variation syndrome","CID27284"
"https://identifiers.org/wikipathways/WP1788_r114948","WP1788","Bile acid and bile salt metabolism","CID27284"
"https://identifiers.org/wikipathways/WP1852_r115020","WP1852","Metabolism of porphyrins","CID27284"
"https://identifiers.org/wikipathways/WP1878_r114994","WP1878","Peroxisomal lipid metabolism","CID27284"
"https://identifiers.org/wikipathways/WP3372_r114686","WP3372","TET1,2,3 and TDG demethylate DNA","CID27284"
"https://identifiers.org/wikipathways/WP2650_r114781","WP2650","Arachidonic acid metabolism","CID27284"
"https://identifiers.org/wikipathways/WP4994_r114860","WP4994","Tryptophan catabolism","CID27284"
"https://identifiers.org/wikipathways/WP3404_r114859","WP3404","Oxidative Stress Induced Senescence","CID27284"
"https://identifiers.org/wikipathways/WP4085_r112448","WP4085","Phase I - Functionalization of compounds","CID27284"
"https://identifiers.org/wikipathways/WP2727_r114982","WP2727","Cellular response to hypoxia","CID27284"
"https://identifiers.org/wikipathways/WP4439_r114934","WP4439","Biosynthesis of DHA-derived SPMs","CID27284"
"https://identifiers.org/wikipathways/WP4101_r114972","WP4101","Antimicrobial peptides","CID27284"
"https://identifiers.org/wikipathways/WP2762_r114840","WP2762","Gamma carboxylation, hypusine formation and arylsulfatase activation","CID27284"
"https://identifiers.org/wikipathways/WP3839_r114677","WP3839","Retinoid metabolism and transport","CID27284"
"https://identifiers.org/wikipathways/WP4084_r115063","WP4084","Nucleobase biosynthesis","CID27284"
"https://identifiers.org/wikipathways/WP4434_r114826","WP4434","Synthesis of Lipoxins (LX)","CID27284"
"https://identifiers.org/wikipathways/WP4991_r114822","WP4991","Events associated with phagocytolytic activity of PMN cells","CID27284"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID27284"
"https://identifiers.org/wikipathways/WP2670_r115078","WP2670","Iron uptake and transport","CID27284"
"https://identifiers.org/wikipathways/WP4981_r114751","WP4981","Phenylalanine and tyrosine metabolism","CID27284"
"https://identifiers.org/wikipathways/WP1804_r114980","WP1804","DNA Damage Reversal","CID27284"
"https://identifiers.org/wikipathways/WP4996_r114893","WP4996","Carnitine synthesis","CID27284"
"https://identifiers.org/wikipathways/WP3553_r114626","WP3553","Synthesis of wybutosine at G37 of tRNA(Phe)","CID27284"
"https://identifiers.org/wikipathways/WP4990_r114813","WP4990","Metabolism of cofactors","CID27284"
"https://identifiers.org/wikipathways/WP3561_r115064","WP3561","tRNA modification in the nucleus and cytosol","CID27284"
"https://identifiers.org/wikipathways/WP3551_r114846","WP3551","ROS and RNS production in phagocytes","CID27284"
"https://identifiers.org/wikipathways/WP4050_r115060","WP4050","Pentose phosphate pathway","CID27284"
"https://identifiers.org/wikipathways/WP43_r122562","WP43","Oxidation by cytochrome P450","CID27284"
"https://identifiers.org/wikipathways/WP2702_r114883","WP2702","Mitochondrial iron-sulfur cluster biogenesis","CID27284"
"https://identifiers.org/wikipathways/WP3548_r114805","WP3548","Metabolism of amine-derived hormones","CID27284"
"https://identifiers.org/wikipathways/WP2654_r114619","WP2654","Mitotic Prophase","CID27284"
"https://identifiers.org/wikipathways/WP2741_r114963","WP2741","Inositol phosphate metabolism","CID27284"
"https://identifiers.org/wikipathways/WP2436_r107129","WP2436","Dopamine metabolism","CID27284"
"https://identifiers.org/wikipathways/WP102_r126086","WP102","Heme biosynthesis","CID27284"
"https://identifiers.org/wikipathways/WP5113_r125765","WP5113","Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway","CID27284"
"https://identifiers.org/wikipathways/WP5172_r122518","WP5172","Iron metabolism disorders","CID27284"
"https://identifiers.org/wikipathways/WP1978_r116415","WP1978","Opioid signaling","CID29936"
"https://identifiers.org/wikipathways/WP5003_r116589","WP5003","Latent infection - Other responses of Mycobacterium tuberculosis to phagocytosis","CID29936"
"https://identifiers.org/wikipathways/WP1274_r125273","WP1274","Oxidation by cytochrome P450","CID29936"
"https://identifiers.org/wikipathways/WP3217_r102616","WP3217","Iron uptake and transport","CID29936"
"https://identifiers.org/wikipathways/WP3558_r114849","WP3558","Beta-catenin independent WNT signaling","CID29936"
"https://identifiers.org/wikipathways/WP4059_r114903","WP4059","Interconversion of nucleotide di- and triphosphates","CID29936"
"https://identifiers.org/wikipathways/WP4577_r123500","WP4577","Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway","CID29936"
"https://identifiers.org/wikipathways/WP3354_r123634","WP3354","C-type lectin receptors","CID29936"
"https://identifiers.org/wikipathways/WP4313_r123507","WP4313","Ferroptosis","CID29936"
"https://identifiers.org/wikipathways/WP2784_r117864","WP2784","Binding and uptake of ligands by scavenger receptors","CID29936"
"https://identifiers.org/wikipathways/WP1077_r125262","WP1077","Oxidation by cytochrome P450","CID29936"
"https://identifiers.org/wikipathways/WP4085_r112448","WP4085","Phase I - Functionalization of compounds","CID29936"
"https://identifiers.org/wikipathways/WP4101_r114972","WP4101","Antimicrobial peptides","CID29936"
"https://identifiers.org/wikipathways/WP2670_r115078","WP2670","Iron uptake and transport","CID29936"
"https://identifiers.org/wikipathways/WP2759_r114731","WP2759","Fc epsilon receptor (FCERI) signaling","CID29936"
"https://identifiers.org/wikipathways/WP4990_r114813","WP4990","Metabolism of cofactors","CID29936"
"https://identifiers.org/wikipathways/WP3551_r114846","WP3551","ROS and RNS production in phagocytes","CID29936"
"https://identifiers.org/wikipathways/WP43_r122562","WP43","Oxidation by cytochrome P450","CID29936"
"https://identifiers.org/wikipathways/WP2746_r112687","WP2746","Signaling by the B Cell Receptor (BCR)","CID29936"
"https://identifiers.org/wikipathways/WP5172_r122518","WP5172","Iron metabolism disorders","CID29936"
"https://identifiers.org/wikipathways/WP1978_r116415","WP1978","Opioid signaling","CID27854"
"https://identifiers.org/wikipathways/WP2703_r114873","WP2703","Extracellular matrix organization","CID27854"
"https://identifiers.org/wikipathways/WP2766_r123311","WP2766","Citric acid cycle and respiratory electron transport","CID27854"
"https://identifiers.org/wikipathways/WP1794_r112591","WP1794","Cell surface interactions at the vascular wall","CID27854"
"https://identifiers.org/wikipathways/WP2824_r117697","WP2824","Detoxification of reactive oxygen species","CID27854"
"https://identifiers.org/wikipathways/WP5407_r127173","WP5407","15q11q13 copy number variation","CID27854"
"https://identifiers.org/wikipathways/WP3556_r114709","WP3556","Branched-chain amino acid catabolism","CID27854"
"https://identifiers.org/wikipathways/WP4116_r114750","WP4116","Lactose synthesis","CID27854"
"https://identifiers.org/wikipathways/WP4098_r112669","WP4098","Ion channel transport","CID27854"
"https://identifiers.org/wikipathways/WP4997_r114897","WP4997","Blood group systems biosynthesis","CID27854"
"https://identifiers.org/wikipathways/WP4101_r114972","WP4101","Antimicrobial peptides","CID27854"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID27854"
"https://identifiers.org/wikipathways/WP2743_r114622","WP2743","Glycosaminoglycan metabolism","CID27854"
"https://identifiers.org/wikipathways/WP1803_r115091","WP1803","DNA Damage Bypass","CID27854"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID27854"
"https://identifiers.org/wikipathways/WP4111_r114692","WP4111","Phase II - Conjugation of compounds","CID27854"
"https://identifiers.org/wikipathways/WP2653_r114764","WP2653","PIP3 activates AKT signaling","CID27854"
"https://identifiers.org/wikipathways/WP4431_r114811","WP4431","Integrin signaling","CID27854"
"https://identifiers.org/wikipathways/WP2735_r114761","WP2735","RAF/MAP kinase cascade","CID27854"
"https://identifiers.org/wikipathways/WP2740_r115029","WP2740","Glycerophospholipid biosynthesis","CID27854"
"https://identifiers.org/wikipathways/WP2747_r114955","WP2747","PI Metabolism","CID27854"
"https://identifiers.org/wikipathways/WP3551_r114846","WP3551","ROS and RNS production in phagocytes","CID27854"
"https://identifiers.org/wikipathways/WP4042_r114902","WP4042","Nucleobase catabolism","CID27854"
"https://identifiers.org/wikipathways/WP4072_r114675","WP4072","Glycogen metabolism","CID27854"
"https://identifiers.org/wikipathways/WP4973_r114676","WP4973","Urea cycle","CID27854"
"https://identifiers.org/wikipathways/WP2741_r114963","WP2741","Inositol phosphate metabolism","CID27854"
"https://identifiers.org/wikipathways/WP4093_r115000","WP4093","Glucose metabolism","CID27854"
"https://identifiers.org/wikipathways/WP3193_r120912","WP3193","Vitamin B12 metabolism","CID54670067"
"https://identifiers.org/wikipathways/WP3257_r120914","WP3257","Selenium micronutrient network","CID54670067"
"https://identifiers.org/wikipathways/WP1533_r121695","WP1533","Vitamin B12 metabolism","CID54670067"
"https://identifiers.org/wikipathways/WP2725_r118515","WP2725","Collagen biosynthesis and modifying enzymes","CID54670067"
"https://identifiers.org/wikipathways/WP15_r125000","WP15","Selenium micronutrient network","CID54670067"
"https://identifiers.org/wikipathways/WP1074_r117577","WP1074","Osteoblast signaling","CID923"
"https://identifiers.org/wikipathways/WP3165_r117564","WP3165","Neurotransmitter clearance in synaptic cleft","CID923"
"https://identifiers.org/wikipathways/WP3200_r117588","WP3200","PDGF pathway","CID923"
"https://identifiers.org/wikipathways/WP3192_r117569","WP3192","Neurotransmitter release cycle","CID923"
"https://identifiers.org/wikipathways/WP3217_r102616","WP3217","Iron uptake and transport","CID923"
"https://identifiers.org/wikipathways/WP5231_r123335","WP5231","Hippocampal synaptogenesis and neurogenesis","CID923"
"https://identifiers.org/wikipathways/WP4746_r123317","WP4746","Thyroid hormones production and peripheral downstream signaling effects","CID923"
"https://identifiers.org/wikipathways/WP4698_r123493","WP4698","Vitamin D-sensitive calcium signaling in depression","CID923"
"https://identifiers.org/wikipathways/WP1870_r114635","WP1870","Neurotransmitter clearance","CID923"
"https://identifiers.org/wikipathways/WP2776_r114665","WP2776","Visual phototransduction","CID923"
"https://identifiers.org/wikipathways/WP4454_r114685","WP4454","Acetylcholine binding and downstream events","CID923"
"https://identifiers.org/wikipathways/WP3679_r117678","WP3679","Cell-type dependent selectivity of CCK2R signaling","CID923"
"https://identifiers.org/wikipathways/WP2754_r118519","WP2754","Neurotransmitter receptors and postsynaptic signal transmission","CID923"
"https://identifiers.org/wikipathways/WP5407_r127173","WP5407","15q11q13 copy number variation","CID923"
"https://identifiers.org/wikipathways/WP5380_r127116","WP5380","5q35 copy number variation","CID923"
"https://identifiers.org/wikipathways/WP5224_r127064","WP5224","2q37 copy number variation syndrome","CID923"
"https://identifiers.org/wikipathways/WP1788_r114948","WP1788","Bile acid and bile salt metabolism","CID923"
"https://identifiers.org/wikipathways/WP1871_r114636","WP1871","Neurotransmitter release cycle","CID923"
"https://identifiers.org/wikipathways/WP3579_r115028","WP3579","Surfactant metabolism","CID923"
"https://identifiers.org/wikipathways/WP5002_r114924","WP5002","Creatine metabolism","CID923"
"https://identifiers.org/wikipathways/WP4098_r112669","WP4098","Ion channel transport","CID923"
"https://identifiers.org/wikipathways/WP2685_r115038","WP2685","GABA synthesis, release, reuptake and degradation","CID923"
"https://identifiers.org/wikipathways/WP4043_r115019","WP4043","Cellular hexose transport","CID923"
"https://identifiers.org/wikipathways/WP1885_r114759","WP1885","Platelet homeostasis","CID923"
"https://identifiers.org/wikipathways/WP4101_r114972","WP4101","Antimicrobial peptides","CID923"
"https://identifiers.org/wikipathways/WP1936_r114876","WP1936","Transport of inorganic cations/anions and amino acids/oligopeptides","CID923"
"https://identifiers.org/wikipathways/WP4061_r114925","WP4061","Carnitine metabolism","CID923"
"https://identifiers.org/wikipathways/WP4088_r114654","WP4088","Mitochondrial calcium ion transport","CID923"
"https://identifiers.org/wikipathways/WP4459_r114983","WP4459","Glutamate binding, activation of AMPA receptors and synaptic plasticity","CID923"
"https://identifiers.org/wikipathways/WP1935_r114951","WP1935","Transport of bile salts and organic acids, metal ions and amine compounds","CID923"
"https://identifiers.org/wikipathways/WP3810_r114892","WP3810","Cardiac conduction","CID923"
"https://identifiers.org/wikipathways/WP1857_r114645","WP1857","Metabolism of water-soluble vitamins and cofactors","CID923"
"https://identifiers.org/wikipathways/WP4456_r114901","WP4456","Activation of kainate receptors upon glutamate binding","CID923"
"https://identifiers.org/wikipathways/WP1937_r114879","WP1937","Transport of vitamins, nucleosides, and related molecules","CID923"
"https://identifiers.org/wikipathways/WP2740_r115029","WP2740","Glycerophospholipid biosynthesis","CID923"
"https://identifiers.org/wikipathways/WP4035_r114837","WP4035","Intestinal absorption","CID923"
"https://identifiers.org/wikipathways/WP4097_r114689","WP4097","Nicotinate metabolism","CID923"
"https://identifiers.org/wikipathways/WP5222_r122737","WP5222","2q13 copy number variation syndrome","CID923"
"https://identifiers.org/wikipathways/WP5029_r125459","WP5029","Amino acid transport defects (IEMs)","CID923"
"https://identifiers.org/wikipathways/WP3548_r114805","WP3548","Metabolism of amine-derived hormones","CID923"
"https://identifiers.org/wikipathways/WP4760_r108400","WP4760","PKC-gamma calcium signaling pathway in ataxia","CID923"
"https://identifiers.org/wikipathways/WP5313_r125782","WP5313","Carnosine metabolism of glial cells","CID923"
"https://identifiers.org/wikipathways/WP5314_r125793","WP5314","Lactate shuttle in glial cells","CID923"
"https://identifiers.org/wikipathways/WP322_r126329","WP322","Osteoblast signaling","CID923"
"https://identifiers.org/wikipathways/WP4917_r119111","WP4917","Proximal tubule transport","CID923"
"https://identifiers.org/wikipathways/WP2526_r123068","WP2526","PDGF pathway","CID923"
"https://identifiers.org/wikipathways/WP5200_r124413","WP5200","Dravet syndrome","CID923"
"https://identifiers.org/wikipathways/WP5298_r124558","WP5298","Dravet syndrome: Scn1a-A1783V point mutation model","CID923"
"https://identifiers.org/wikipathways/WP227_r126794","WP227","Osteoblast signaling","CID923"
"https://identifiers.org/wikipathways/WP5269_r125332","WP5269","Genetic causes of porto-sinusoidal vascular disease","CID813"
"https://identifiers.org/wikipathways/WP3217_r102616","WP3217","Iron uptake and transport","CID813"
"https://identifiers.org/wikipathways/WP2912_r107057","WP2912","Vascular smooth muscle contraction","CID813"
"https://identifiers.org/wikipathways/WP5231_r123335","WP5231","Hippocampal synaptogenesis and neurogenesis","CID813"
"https://identifiers.org/wikipathways/WP4698_r123493","WP4698","Vitamin D-sensitive calcium signaling in depression","CID813"
"https://identifiers.org/wikipathways/WP3791_r114774","WP3791","Selenoamino acid metabolism","CID813"
"https://identifiers.org/wikipathways/WP2776_r114665","WP2776","Visual phototransduction","CID813"
"https://identifiers.org/wikipathways/WP2697_r118420","WP2697","Fertilization","CID813"
"https://identifiers.org/wikipathways/WP4786_r117852","WP4786","Type I collagen synthesis in the context of osteogenesis imperfecta","CID813"
"https://identifiers.org/wikipathways/WP2754_r118519","WP2754","Neurotransmitter receptors and postsynaptic signal transmission","CID813"
"https://identifiers.org/wikipathways/WP5365_r127068","WP5365","4p16.3 copy number variation","CID813"
"https://identifiers.org/wikipathways/WP5402_r127208","WP5402","10q22q23 copy number variation","CID813"
"https://identifiers.org/wikipathways/WP1871_r114636","WP1871","Neurotransmitter release cycle","CID813"
"https://identifiers.org/wikipathways/WP2763_r114991","WP2763","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","CID813"
"https://identifiers.org/wikipathways/WP4098_r112669","WP4098","Ion channel transport","CID813"
"https://identifiers.org/wikipathways/WP4457_r114904","WP4457","GABA receptor activation","CID813"
"https://identifiers.org/wikipathways/WP1934_r114661","WP1934","Transmission across Electrical Synapses","CID813"
"https://identifiers.org/wikipathways/WP1936_r114876","WP1936","Transport of inorganic cations/anions and amino acids/oligopeptides","CID813"
"https://identifiers.org/wikipathways/WP3810_r114892","WP3810","Cardiac conduction","CID813"
"https://identifiers.org/wikipathways/WP4111_r114692","WP4111","Phase II - Conjugation of compounds","CID813"
"https://identifiers.org/wikipathways/WP2669_r114844","WP2669","Potassium Channels","CID813"
"https://identifiers.org/wikipathways/WP4039_r115072","WP4039","Fructose metabolism","CID813"
"https://identifiers.org/wikipathways/WP1800_r114658","WP1800","Presynaptic depolarization and calcium channel opening","CID813"
"https://identifiers.org/wikipathways/WP1831_r114967","WP1831","Integration of energy metabolism","CID813"
"https://identifiers.org/wikipathways/WP5029_r125459","WP5029","Amino acid transport defects (IEMs)","CID813"
"https://identifiers.org/wikipathways/WP3574_r100972","WP3574","Sulfur amino acid metabolism","CID813"
"https://identifiers.org/wikipathways/WP1780_r101456","WP1780","ABC-family proteins mediated transport","CID813"
"https://identifiers.org/wikipathways/WP4093_r115000","WP4093","Glucose metabolism","CID813"
"https://identifiers.org/wikipathways/WP5313_r125782","WP5313","Carnosine metabolism of glial cells","CID813"
"https://identifiers.org/wikipathways/WP4008_r125786","WP4008","NO/cGMP/PKG mediated neuroprotection","CID813"
"https://identifiers.org/wikipathways/WP5314_r125793","WP5314","Lactate shuttle in glial cells","CID813"
"https://identifiers.org/wikipathways/WP4917_r119111","WP4917","Proximal tubule transport","CID813"
"https://identifiers.org/wikipathways/WP5200_r124413","WP5200","Dravet syndrome","CID813"
"https://identifiers.org/wikipathways/WP5298_r124558","WP5298","Dravet syndrome: Scn1a-A1783V point mutation model","CID813"
"https://identifiers.org/wikipathways/WP5283_r126558","WP5283","Chronic hyperglycemia impairment of neuron function","CID813"
"https://identifiers.org/wikipathways/WP4427_r116411","WP4427","G alpha (s) signaling events","CID32051"
"https://identifiers.org/wikipathways/WP4424_r116409","WP4424","G alpha (q) signaling events","CID32051"
"https://identifiers.org/wikipathways/WP4443_r116430","WP4443","p75 NTR receptor-mediated signaling","CID32051"
"https://identifiers.org/wikipathways/WP1978_r116415","WP1978","Opioid signaling","CID32051"
"https://identifiers.org/wikipathways/WP4419_r116450","WP4419","Class A/1 (rhodopsin-like receptors)","CID32051"
